EmpID,EmployeeEmail,EmploymentStatus,ExitDate,Account_id,AccountEmail,AccountCreatedAt,AccountUpdatedAt,Role
EMP001253,rohan.shah.1253@company.com,Exited,2024-03-25,6a8588c8e44c4693789d8771,rohan.shah.1253@company.com,2026-08-19T10:40:44.124237+00:00,2026-08-19T10:40:44.124237+00:00,EMPLOYEE
EMP001369,lakshmi.desai.1369@company.com,Exited,2025-09-06,6a8588c8e44c4693789d8779,lakshmi.desai.1369@company.com,2026-08-19T10:40:47.478799+00:00,2026-08-19T10:40:47.478799+00:00,EMPLOYEE
EMP001313,tanvi.saxena.1313@company.com,Exited,2026-02-15,6a8588c8e44c4693789d878b,tanvi.saxena.1313@company.com,2026-08-19T10:40:57.111279+00:00,2026-08-19T10:40:57.111279+00:00,EMPLOYEE
EMP001116,ashwin.reddy.1116@company.com,Exited,2023-06-08,6a8588c8e44c4693789d8798,ashwin.reddy.1116@company.com,2026-08-19T10:41:02.162076+00:00,2026-08-19T10:41:02.162076+00:00,EMPLOYEE
EMP001231,sneha.gupta.1231@company.com,Exited,2024-01-17,6a8588c8e44c4693789d87a2,sneha.gupta.1231@company.com,2026-08-19T10:41:06.085910+00:00,2026-08-19T10:41:06.085910+00:00,EMPLOYEE
EMP001303,rakesh.shah.1303@company.com,Exited,2025-01-19,6a8588c8e44c4693789d87a8,rakesh.shah.1303@company.com,2026-08-19T10:41:08.504193+00:00,2026-08-19T10:41:08.504193+00:00,EMPLOYEE
EMP001356,deepa.thakur.1356@company.com,Exited,2023-01-15,6a8588c8e44c4693789d87ac,deepa.thakur.1356@company.com,2026-08-19T10:41:09.659919+00:00,2026-08-19T10:41:09.659919+00:00,EMPLOYEE
EMP001136,nandini.george.1136@company.com,Exited,2026-06-14,6a8588c8e44c4693789d87b6,nandini.george.1136@company.com,2026-08-19T10:41:13.674154+00:00,2026-08-19T10:41:13.674154+00:00,EMPLOYEE
EMP001037,ashwin.iyer.1037@company.com,Exited,2024-10-04,6a8588c8e44c4693789d87c9,ashwin.iyer.1037@company.com,2026-08-19T10:41:20.888482+00:00,2026-08-19T10:41:20.888482+00:00,EMPLOYEE
EMP001108,aditi.sen.1108@company.com,Exited,2025-07-30,6a8588c8e44c4693789d87d0,aditi.sen.1108@company.com,2026-08-19T10:41:23.412642+00:00,2026-08-19T10:41:23.412642+00:00,EMPLOYEE
EMP001346,aditya.pillai.1346@company.com,Exited,2026-03-17,6a8588c8e44c4693789d87dd,aditya.pillai.1346@company.com,2026-08-19T10:41:28.280815+00:00,2026-08-19T10:41:28.280815+00:00,EMPLOYEE
EMP001061,pooja.malhotra.1061@company.com,Exited,2024-03-08,6a8588c8e44c4693789d87e0,pooja.malhotra.1061@company.com,2026-08-19T10:41:29.245500+00:00,2026-08-19T10:41:29.245500+00:00,EMPLOYEE
EMP001152,sneha.patel.1152@company.com,Exited,2026-04-01,6a8588c8e44c4693789d87e8,sneha.patel.1152@company.com,2026-08-19T10:41:32.521414+00:00,2026-08-19T10:41:32.521414+00:00,EMPLOYEE
EMP001039,chetan.bose.1039@company.com,Exited,2024-10-10,6a8588c8e44c4693789d87ff,chetan.bose.1039@company.com,2026-08-19T10:41:44.688120+00:00,2026-08-19T10:41:44.688120+00:00,EMPLOYEE
EMP001120,dev.sinha.1120@company.com,Exited,2024-11-18,6a8588c8e44c4693789d8804,dev.sinha.1120@company.com,2026-08-19T10:41:46.123861+00:00,2026-08-19T10:41:46.123861+00:00,EMPLOYEE
EMP001005,anirudh.jain.1005@company.com,Exited,2026-03-26,6a8588c8e44c4693789d8812,anirudh.jain.1005@company.com,2026-08-19T10:41:50.029421+00:00,2026-08-19T10:41:50.029421+00:00,EMPLOYEE
EMP001220,pranav.sinha.1220@company.com,Exited,2024-05-20,6a8588c8e44c4693789d8817,pranav.sinha.1220@company.com,2026-08-19T10:41:52.031349+00:00,2026-08-19T10:41:52.031349+00:00,EMPLOYEE
EMP001082,abhinav.das.1082@company.com,Exited,2026-06-25,6a8588c8e44c4693789d8827,abhinav.das.1082@company.com,2026-08-19T10:41:57.012220+00:00,2026-08-19T10:41:57.012220+00:00,EMPLOYEE
EMP001254,sakshi.bhat.1254@company.com,Exited,2025-09-04,6a8588c8e44c4693789d8830,sakshi.bhat.1254@company.com,2026-08-19T10:41:59.388561+00:00,2026-08-19T10:41:59.388561+00:00,EMPLOYEE
EMP001314,varun.prasad.1314@company.com,Exited,2020-11-27,6a8588c8e44c4693789d8835,varun.prasad.1314@company.com,2026-08-19T10:42:00.899523+00:00,2026-08-19T10:42:00.899523+00:00,EMPLOYEE
EMP001185,vishal.tripathi.1185@company.com,Exited,2024-10-08,6a8588c8e44c4693789d8853,vishal.tripathi.1185@company.com,2026-08-19T10:42:11.849447+00:00,2026-08-19T10:42:11.849447+00:00,EMPLOYEE
EMP001060,nikhil.joshi.1060@company.com,Exited,2020-08-29,6a8588c8e44c4693789d885e,nikhil.joshi.1060@company.com,2026-08-19T10:42:16.286230+00:00,2026-08-19T10:42:16.286230+00:00,EMPLOYEE
EMP001025,vasudha.mishra.1025@company.com,Exited,2026-05-07,6a8588c8e44c4693789d8872,vasudha.mishra.1025@company.com,2026-08-19T10:42:21.590517+00:00,2026-08-19T10:42:21.590517+00:00,EMPLOYEE
EMP001134,meera.mukherjee.1134@company.com,Exited,2021-06-18,6a8588c8e44c4693789d8879,meera.mukherjee.1134@company.com,2026-08-19T10:42:23.436346+00:00,2026-08-19T10:42:23.436346+00:00,EMPLOYEE
EMP001204,isha.bhat.1204@company.com,Exited,2026-04-25,6a8588c8e44c4693789d887d,isha.bhat.1204@company.com,2026-08-19T10:42:24.644300+00:00,2026-08-19T10:42:24.644300+00:00,EMPLOYEE
EMP001006,divya.thakur.1006@company.com,Exited,2026-04-24,6a8588c8e44c4693789d888c,divya.thakur.1006@company.com,2026-08-19T10:42:28.479599+00:00,2026-08-19T10:42:28.479599+00:00,EMPLOYEE
EMP001063,priya.saxena.1063@company.com,Exited,2026-03-20,6a8588c8e44c4693789d8891,priya.saxena.1063@company.com,2026-08-19T10:42:29.727167+00:00,2026-08-19T10:42:29.727167+00:00,EMPLOYEE
EMP001093,pradeep.dsouza.1093@company.com,Exited,2026-05-22,6a8588c8e44c4693789d8895,pradeep.dsouza.1093@company.com,2026-08-19T10:42:30.732167+00:00,2026-08-19T10:42:30.732167+00:00,EMPLOYEE
EMP001211,lakshmi.malhotra.1211@company.com,Exited,2025-07-17,6a8588c8e44c4693789d889f,lakshmi.malhotra.1211@company.com,2026-08-19T10:42:33.412685+00:00,2026-08-19T10:42:33.412685+00:00,EMPLOYEE
EMP001183,vasudha.krishnan.1183@company.com,Exited,2022-07-20,6a8588c8e44c4693789d88b0,vasudha.krishnan.1183@company.com,2026-08-19T10:42:37.758219+00:00,2026-08-19T10:42:37.758219+00:00,EMPLOYEE
EMP001250,pallavi.fernandes.1250@company.com,Exited,2025-11-16,6a8588c8e44c4693789d88b4,pallavi.fernandes.1250@company.com,2026-08-19T10:42:38.881200+00:00,2026-08-19T10:42:38.881200+00:00,EMPLOYEE
EMP001282,harish.das.1282@company.com,Exited,2024-08-16,6a8588c8e44c4693789d88b7,harish.das.1282@company.com,2026-08-19T10:42:39.905322+00:00,2026-08-19T10:42:39.905322+00:00,EMPLOYEE
EMP001399,anjali.pandey.1399@company.com,Exited,2026-02-21,6a8588c8e44c4693789d88bf,anjali.pandey.1399@company.com,2026-08-19T10:42:42.702823+00:00,2026-08-19T10:42:42.702823+00:00,EMPLOYEE
EMP001437,diya.iyer.1437@company.com,Exited,2026-03-15,6a8588c8e44c4693789d88c2,diya.iyer.1437@company.com,2026-08-19T10:42:43.813226+00:00,2026-08-19T10:42:43.813226+00:00,EMPLOYEE
EMP001632,vivek.das.1632@company.com,Exited,2023-09-24,6a8588c8e44c4693789d88cd,vivek.das.1632@company.com,2026-08-19T10:42:48.279712+00:00,2026-08-19T10:42:48.279712+00:00,EMPLOYEE
EMP001650,sameer.fernandes.1650@company.com,Exited,2026-02-09,6a8588c8e44c4693789d88d1,sameer.fernandes.1650@company.com,2026-08-19T10:42:49.977439+00:00,2026-08-19T10:42:49.977439+00:00,EMPLOYEE
EMP001683,kiran.krishnan.1683@company.com,Exited,2021-09-11,6a8588c8e44c4693789d88d6,kiran.krishnan.1683@company.com,2026-08-19T10:42:51.962283+00:00,2026-08-19T10:42:51.962283+00:00,EMPLOYEE
EMP001563,manasa.saxena.1563@company.com,Exited,2024-01-23,6a8588c8e44c4693789d88e6,manasa.saxena.1563@company.com,2026-08-19T10:42:56.898784+00:00,2026-08-19T10:42:56.898784+00:00,EMPLOYEE
EMP001690,naveen.naidu.1690@company.com,Exited,2024-04-10,6a8588c8e44c4693789d88ef,naveen.naidu.1690@company.com,2026-08-19T10:42:59.560688+00:00,2026-08-19T10:42:59.560688+00:00,EMPLOYEE
EMP001443,jahnavi.dsouza.1443@company.com,Exited,2026-04-22,6a8588c8e44c4693789d88fa,jahnavi.dsouza.1443@company.com,2026-08-19T10:43:03.369587+00:00,2026-08-19T10:43:03.369587+00:00,EMPLOYEE
EMP001456,pooja.thakur.1456@company.com,Exited,2026-05-03,6a8588c8e44c4693789d88fb,pooja.thakur.1456@company.com,2026-08-19T10:43:03.638339+00:00,2026-08-19T10:43:03.638339+00:00,EMPLOYEE
EMP001488,pradeep.kapoor.1488@company.com,Exited,2023-12-04,6a8588c8e44c4693789d88ff,pradeep.kapoor.1488@company.com,2026-08-19T10:43:04.659065+00:00,2026-08-19T10:43:04.659065+00:00,EMPLOYEE
EMP001666,ananya.reddy.1666@company.com,Exited,2025-04-25,6a8588c8e44c4693789d8906,ananya.reddy.1666@company.com,2026-08-19T10:43:06.401777+00:00,2026-08-19T10:43:06.401777+00:00,EMPLOYEE
EMP001432,ashwin.das.1432@company.com,Exited,2025-08-24,6a8588c9e44c4693789d8927,ashwin.das.1432@company.com,2026-08-19T10:43:14.598272+00:00,2026-08-19T10:43:14.598272+00:00,EMPLOYEE
EMP001450,meera.fernandes.1450@company.com,Exited,2025-08-14,6a8588c9e44c4693789d8928,meera.fernandes.1450@company.com,2026-08-19T10:43:14.853574+00:00,2026-08-19T10:43:14.853574+00:00,EMPLOYEE
EMP001374,naveen.singh.1374@company.com,Exited,2025-02-28,6a8588c9e44c4693789d8938,naveen.singh.1374@company.com,2026-08-19T10:43:18.827054+00:00,2026-08-19T10:43:18.827054+00:00,EMPLOYEE
EMP001625,shreya.mishra.1625@company.com,Exited,2025-04-22,6a858950e44c4693789d8944,shreya.mishra.1625@company.com,2026-08-19T10:43:24.473140+00:00,2026-08-19T10:43:24.473140+00:00,EMPLOYEE
EMP001407,nithin.thomas.1407@company.com,Exited,2025-06-07,6a858950e44c4693789d894d,nithin.thomas.1407@company.com,2026-08-19T10:43:26.839584+00:00,2026-08-19T10:43:26.839584+00:00,EMPLOYEE
EMP001661,aditi.malhotra.1661@company.com,Exited,2024-11-03,6a858950e44c4693789d895c,aditi.malhotra.1661@company.com,2026-08-19T10:43:30.653259+00:00,2026-08-19T10:43:30.653259+00:00,EMPLOYEE
EMP001662,aditya.kulkarni.1662@company.com,Exited,2026-06-18,6a858950e44c4693789d895d,aditya.kulkarni.1662@company.com,2026-08-19T10:43:30.906181+00:00,2026-08-19T10:43:30.906181+00:00,EMPLOYEE
EMP001455,nikhil.jain.1455@company.com,Exited,2026-03-01,6a858950e44c4693789d8963,nikhil.jain.1455@company.com,2026-08-19T10:43:32.471225+00:00,2026-08-19T10:43:32.471225+00:00,EMPLOYEE
EMP001635,abhinav.tripathi.1635@company.com,Exited,2019-07-16,6a858950e44c4693789d897b,abhinav.tripathi.1635@company.com,2026-08-19T10:43:38.527096+00:00,2026-08-19T10:43:38.527096+00:00,EMPLOYEE
EMP001682,kavya.das.1682@company.com,Exited,2022-12-25,6a858950e44c4693789d897c,kavya.das.1682@company.com,2026-08-19T10:43:38.771455+00:00,2026-08-19T10:43:38.771455+00:00,EMPLOYEE
EMP001506,akshay.thakur.1506@company.com,Exited,2023-09-29,6a858950e44c4693789d898a,akshay.thakur.1506@company.com,2026-08-19T10:43:42.385821+00:00,2026-08-19T10:43:42.385821+00:00,EMPLOYEE
EMP001728,sakshi.hegde.1728@company.com,Exited,2026-05-16,6a858950e44c4693789d899c,sakshi.hegde.1728@company.com,2026-08-19T10:43:47.199456+00:00,2026-08-19T10:43:47.199456+00:00,EMPLOYEE
EMP001401,divya.sharma.1401@company.com,Exited,2023-03-15,6a858950e44c4693789d89a3,divya.sharma.1401@company.com,2026-08-19T10:43:49.050676+00:00,2026-08-19T10:43:49.050676+00:00,EMPLOYEE
EMP001439,gaurav.bose.1439@company.com,Exited,2025-05-25,6a858950e44c4693789d89a5,gaurav.bose.1439@company.com,2026-08-19T10:43:49.555609+00:00,2026-08-19T10:43:49.555609+00:00,EMPLOYEE
EMP001608,meera.sen.1608@company.com,Exited,2022-05-20,6a858950e44c4693789d89b4,meera.sen.1608@company.com,2026-08-19T10:43:54.407605+00:00,2026-08-19T10:43:54.407605+00:00,EMPLOYEE
EMP001702,sanjay.patel.1702@company.com,Exited,2025-02-05,6a858950e44c4693789d89b8,sanjay.patel.1702@company.com,2026-08-19T10:43:55.689098+00:00,2026-08-19T10:43:55.689098+00:00,EMPLOYEE
EMP001472,varun.joseph.1472@company.com,Exited,2025-01-17,6a858950e44c4693789d89bf,varun.joseph.1472@company.com,2026-08-19T10:43:57.884189+00:00,2026-08-19T10:43:57.884189+00:00,EMPLOYEE
EMP001514,deepa.prasad.1514@company.com,Exited,2025-06-07,6a858950e44c4693789d89d9,deepa.prasad.1514@company.com,2026-08-19T10:44:05.353713+00:00,2026-08-19T10:44:05.353713+00:00,EMPLOYEE
EMP001426,akash.varma.1426@company.com,Exited,2026-04-07,6a858950e44c4693789d89e8,akash.varma.1426@company.com,2026-08-19T10:44:09.060876+00:00,2026-08-19T10:44:09.060876+00:00,EMPLOYEE
EMP001473,vikram.menon.1473@company.com,Exited,2023-02-18,6a858950e44c4693789d89ea,vikram.menon.1473@company.com,2026-08-19T10:44:09.559338+00:00,2026-08-19T10:44:09.559338+00:00,EMPLOYEE
EMP001423,aarav.menon.1423@company.com,Exited,2026-03-25,6a858950e44c4693789d8a00,aarav.menon.1423@company.com,2026-08-19T10:44:15.167747+00:00,2026-08-19T10:44:15.167747+00:00,EMPLOYEE
EMP001548,srinivas.agarwal.1548@company.com,Exited,2025-06-30,6a858950e44c4693789d8a25,srinivas.agarwal.1548@company.com,2026-08-19T10:44:24.552311+00:00,2026-08-19T10:44:24.552311+00:00,EMPLOYEE
EMP001646,pradeep.pillai.1646@company.com,Exited,2020-11-06,6a858950e44c4693789d8a27,pradeep.pillai.1646@company.com,2026-08-19T10:44:25.046051+00:00,2026-08-19T10:44:25.046051+00:00,EMPLOYEE
EMP001824,ananya.singh.1824@company.com,Exited,2026-05-16,6a858950e44c4693789d8a47,ananya.singh.1824@company.com,2026-08-19T10:44:34.363149+00:00,2026-08-19T10:44:34.363149+00:00,EMPLOYEE
EMP001933,rahul.krishnan.1933@company.com,Exited,2026-03-13,6a858950e44c4693789d8a4c,rahul.krishnan.1933@company.com,2026-08-19T10:44:35.814697+00:00,2026-08-19T10:44:35.814697+00:00,EMPLOYEE
EMP001858,rohit.sen.1858@company.com,Exited,2026-06-19,6a858950e44c4693789d8a6e,rohit.sen.1858@company.com,2026-08-19T10:44:45.668233+00:00,2026-08-19T10:44:45.668233+00:00,EMPLOYEE
EMP001859,sahana.rao.1859@company.com,Exited,2018-11-16,6a858950e44c4693789d8a6f,sahana.rao.1859@company.com,2026-08-19T10:44:45.916472+00:00,2026-08-19T10:44:45.916472+00:00,EMPLOYEE
EMP001809,shalini.rao.1809@company.com,Exited,2018-04-20,6a858950e44c4693789d8a7a,shalini.rao.1809@company.com,2026-08-19T10:44:48.734995+00:00,2026-08-19T10:44:48.734995+00:00,EMPLOYEE
EMP001755,gaurav.jain.1755@company.com,Exited,2025-01-11,6a858950e44c4693789d8a89,gaurav.jain.1755@company.com,2026-08-19T10:44:52.618367+00:00,2026-08-19T10:44:52.618367+00:00,EMPLOYEE
EMP001864,srinivas.prasad.1864@company.com,Exited,2024-06-28,6a858950e44c4693789d8a91,srinivas.prasad.1864@company.com,2026-08-19T10:44:54.892167+00:00,2026-08-19T10:44:54.892167+00:00,EMPLOYEE
EMP001897,aarav.shetty.1897@company.com,Exited,2018-02-01,6a858950e44c4693789d8a95,aarav.shetty.1897@company.com,2026-08-19T10:44:55.941788+00:00,2026-08-19T10:44:55.941788+00:00,EMPLOYEE
EMP001946,varun.pillai.1946@company.com,Exited,2025-08-15,6a858950e44c4693789d8a99,varun.pillai.1946@company.com,2026-08-19T10:44:56.977255+00:00,2026-08-19T10:44:56.977255+00:00,EMPLOYEE
EMP001770,neha.sinha.1770@company.com,Exited,2025-07-25,6a858950e44c4693789d8aa3,neha.sinha.1770@company.com,2026-08-19T10:44:59.657935+00:00,2026-08-19T10:44:59.657935+00:00,EMPLOYEE
EMP001884,reshma.mukherjee.1884@company.com,Exited,2026-03-06,6a858950e44c4693789d8aa7,reshma.mukherjee.1884@company.com,2026-08-19T10:45:00.700957+00:00,2026-08-19T10:45:00.700957+00:00,EMPLOYEE
EMP001944,swathi.verma.1944@company.com,Exited,2025-01-09,6a858950e44c4693789d8aac,swathi.verma.1944@company.com,2026-08-19T10:45:01.948630+00:00,2026-08-19T10:45:01.948630+00:00,EMPLOYEE
EMP001782,sanjana.das.1782@company.com,Exited,2024-05-23,6a858950e44c4693789d8ab1,sanjana.das.1782@company.com,2026-08-19T10:45:03.201980+00:00,2026-08-19T10:45:03.201980+00:00,EMPLOYEE
EMP001783,shreya.krishnan.1783@company.com,Exited,2022-10-08,6a858950e44c4693789d8ab2,shreya.krishnan.1783@company.com,2026-08-19T10:45:03.447104+00:00,2026-08-19T10:45:03.447104+00:00,EMPLOYEE
EMP001997,karan.shetty.1997@company.com,Exited,2022-02-21,6a858950e44c4693789d8acb,karan.shetty.1997@company.com,2026-08-19T10:45:09.771073+00:00,2026-08-19T10:45:09.771073+00:00,EMPLOYEE
EMP001768,nandini.chopra.1768@company.com,Exited,2026-02-25,6a858950e44c4693789d8acd,nandini.chopra.1768@company.com,2026-08-19T10:45:10.266053+00:00,2026-08-19T10:45:10.266053+00:00,EMPLOYEE
EMP001902,amara.patel.1902@company.com,Exited,2025-08-07,6a858950e44c4693789d8ad3,amara.patel.1902@company.com,2026-08-19T10:45:11.751754+00:00,2026-08-19T10:45:11.751754+00:00,EMPLOYEE
EMP002000,krishna.fernandes.2000@company.com,Exited,2025-11-13,6a858950e44c4693789d8aea,krishna.fernandes.2000@company.com,2026-08-19T10:45:17.447717+00:00,2026-08-19T10:45:17.447717+00:00,EMPLOYEE
EMP001900,akash.fernandes.1900@company.com,Exited,2026-06-28,6a858950e44c4693789d8af1,akash.fernandes.1900@company.com,2026-08-19T10:45:19.242335+00:00,2026-08-19T10:45:19.242335+00:00,EMPLOYEE
EMP001929,nikhil.mathew.1929@company.com,Exited,2026-03-02,6a858950e44c4693789d8b08,nikhil.mathew.1929@company.com,2026-08-19T10:45:25.132242+00:00,2026-08-19T10:45:25.132242+00:00,EMPLOYEE
EMP001974,vidya.singh.1974@company.com,Exited,2026-02-06,6a858950e44c4693789d8b0d,vidya.singh.1974@company.com,2026-08-19T10:45:26.606752+00:00,2026-08-19T10:45:26.606752+00:00,EMPLOYEE
EMP001779,rohit.mathew.1779@company.com,Exited,2025-04-02,6a858950e44c4693789d8b11,rohit.mathew.1779@company.com,2026-08-19T10:45:27.615834+00:00,2026-08-19T10:45:27.615834+00:00,EMPLOYEE
EMP001893,vaishnavi.dsouza.1893@company.com,Exited,2026-03-18,6a858950e44c4693789d8b18,vaishnavi.dsouza.1893@company.com,2026-08-19T10:45:29.367717+00:00,2026-08-19T10:45:29.367717+00:00,EMPLOYEE
EMP001915,isha.roy.1915@company.com,Exited,2025-06-10,6a858950e44c4693789d8b1a,isha.roy.1915@company.com,2026-08-19T10:45:29.873731+00:00,2026-08-19T10:45:29.873731+00:00,EMPLOYEE
EMP001930,pooja.nair.1930@company.com,Exited,2020-08-29,6a858950e44c4693789d8b1d,pooja.nair.1930@company.com,2026-08-19T10:45:30.626316+00:00,2026-08-19T10:45:30.626316+00:00,EMPLOYEE
EMP001950,zoya.fernandes.1950@company.com,Exited,2026-01-16,6a858950e44c4693789d8b1e,zoya.fernandes.1950@company.com,2026-08-19T10:45:30.876319+00:00,2026-08-19T10:45:30.876319+00:00,EMPLOYEE
EMP001869,vivek.desai.1869@company.com,Exited,2026-07-20,6a858950e44c4693789d8b2a,vivek.desai.1869@company.com,2026-08-19T10:45:33.866935+00:00,2026-08-19T10:45:33.866935+00:00,EMPLOYEE
EMP001925,mohan.mishra.1925@company.com,Exited,2025-11-22,6a858950e44c4693789d8b2c,mohan.mishra.1925@company.com,2026-08-19T10:45:34.357304+00:00,2026-08-19T10:45:34.357304+00:00,EMPLOYEE
EMP002007,neha.thomas.2007@company.com,Exited,2025-02-08,6a858950e44c4693789d8b31,neha.thomas.2007@company.com,2026-08-19T10:45:35.609761+00:00,2026-08-19T10:45:35.609761+00:00,EMPLOYEE
EMP002052,vasudha.patel.2052@company.com,Exited,2025-09-14,6a8589dbe44c4693789d8b33,vasudha.patel.2052@company.com,2026-08-19T10:45:38.401273+00:00,2026-08-19T10:45:38.401273+00:00,EMPLOYEE
EMP002135,aditi.tripathi.2135@company.com,Exited,2025-07-24,6a8589dbe44c4693789d8b36,aditi.tripathi.2135@company.com,2026-08-19T10:45:39.158116+00:00,2026-08-19T10:45:39.158116+00:00,EMPLOYEE
EMP002160,manish.joshi.2160@company.com,Exited,2025-10-26,6a8589dbe44c4693789d8b39,manish.joshi.2160@company.com,2026-08-19T10:45:39.922983+00:00,2026-08-19T10:45:39.922983+00:00,EMPLOYEE
EMP002221,arnav.gowda.2221@company.com,Exited,2019-05-05,6a8589dbe44c4693789d8b52,arnav.gowda.2221@company.com,2026-08-19T10:45:46.515422+00:00,2026-08-19T10:45:46.515422+00:00,EMPLOYEE
EMP002224,chetan.singh.2224@company.com,Exited,2025-12-24,6a8589dbe44c4693789d8b53,chetan.singh.2224@company.com,2026-08-19T10:45:46.765686+00:00,2026-08-19T10:45:46.765686+00:00,EMPLOYEE
EMP002238,lakshmi.kapoor.2238@company.com,Exited,2025-11-30,6a8589dbe44c4693789d8b55,lakshmi.kapoor.2238@company.com,2026-08-19T10:45:47.267870+00:00,2026-08-19T10:45:47.267870+00:00,EMPLOYEE
EMP002319,meera.desai.2319@company.com,Exited,2025-01-18,6a8589dbe44c4693789d8b5c,meera.desai.2319@company.com,2026-08-19T10:45:49.123200+00:00,2026-08-19T10:45:49.123200+00:00,EMPLOYEE
EMP002363,shyam.saxena.2363@company.com,Exited,2025-02-16,6a8589dbe44c4693789d8b5e,shyam.saxena.2363@company.com,2026-08-19T10:45:49.632620+00:00,2026-08-19T10:45:49.632620+00:00,EMPLOYEE
EMP002171,raj.gowda.2171@company.com,Exited,2024-04-08,6a8589dbe44c4693789d8b6c,raj.gowda.2171@company.com,2026-08-19T10:45:53.209757+00:00,2026-08-19T10:45:53.209757+00:00,EMPLOYEE
EMP002343,vivek.dsouza.2343@company.com,Exited,2026-05-28,6a8589dbe44c4693789d8b75,vivek.dsouza.2343@company.com,2026-08-19T10:45:55.579384+00:00,2026-08-19T10:45:55.579384+00:00,EMPLOYEE
EMP002057,aditya.thomas.2057@company.com,Exited,2025-01-29,6a8589dbe44c4693789d8b76,aditya.thomas.2057@company.com,2026-08-19T10:45:55.829194+00:00,2026-08-19T10:45:55.829194+00:00,EMPLOYEE
EMP002214,aditi.prasad.2214@company.com,Exited,2025-01-31,6a8589dbe44c4693789d8b7e,aditi.prasad.2214@company.com,2026-08-19T10:45:57.825655+00:00,2026-08-19T10:45:57.825655+00:00,EMPLOYEE
EMP002267,abhinav.kumar.2267@company.com,Exited,2024-08-13,6a8589dbe44c4693789d8b81,abhinav.kumar.2267@company.com,2026-08-19T10:45:58.574936+00:00,2026-08-19T10:45:58.574936+00:00,EMPLOYEE
EMP002279,reshma.mathew.2279@company.com,Exited,2026-03-22,6a8589dbe44c4693789d8b99,reshma.mathew.2279@company.com,2026-08-19T10:46:05.922322+00:00,2026-08-19T10:46:05.922322+00:00,EMPLOYEE
EMP002360,sakshi.joshi.2360@company.com,Exited,2026-04-24,6a8589dbe44c4693789d8b9f,sakshi.joshi.2360@company.com,2026-08-19T10:46:07.421957+00:00,2026-08-19T10:46:07.421957+00:00,EMPLOYEE
EMP002038,monica.kapoor.2038@company.com,Exited,2025-12-27,6a8589dbe44c4693789d8ba4,monica.kapoor.2038@company.com,2026-08-19T10:46:08.675586+00:00,2026-08-19T10:46:08.675586+00:00,EMPLOYEE
EMP002046,shalini.pillai.2046@company.com,Exited,2024-07-02,6a8589dbe44c4693789d8ba5,shalini.pillai.2046@company.com,2026-08-19T10:46:08.918142+00:00,2026-08-19T10:46:08.918142+00:00,EMPLOYEE
EMP002048,siddharth.agarwal.2048@company.com,Exited,2022-07-30,6a8589dbe44c4693789d8ba6,siddharth.agarwal.2048@company.com,2026-08-19T10:46:09.167588+00:00,2026-08-19T10:46:09.167588+00:00,EMPLOYEE
EMP002085,naveen.tripathi.2085@company.com,Exited,2023-03-05,6a8589dbe44c4693789d8ba8,naveen.tripathi.2085@company.com,2026-08-19T10:46:09.678345+00:00,2026-08-19T10:46:09.678345+00:00,EMPLOYEE
EMP002318,manish.chopra.2318@company.com,Exited,2026-02-17,6a8589dbe44c4693789d8bb3,manish.chopra.2318@company.com,2026-08-19T10:46:12.444086+00:00,2026-08-19T10:46:12.444086+00:00,EMPLOYEE
EMP002035,keerthi.tripathi.2035@company.com,Exited,2026-03-13,6a8589dbe44c4693789d8bba,keerthi.tripathi.2035@company.com,2026-08-19T10:46:14.168516+00:00,2026-08-19T10:46:14.168516+00:00,EMPLOYEE
EMP002070,esha.sinha.2070@company.com,Exited,2026-04-26,6a8589dbe44c4693789d8bbb,esha.sinha.2070@company.com,2026-08-19T10:46:14.490153+00:00,2026-08-19T10:46:14.490153+00:00,EMPLOYEE
EMP002116,manasa.reddy.2116@company.com,Exited,2025-08-26,6a8589dbe44c4693789d8bc0,manasa.reddy.2116@company.com,2026-08-19T10:46:15.813869+00:00,2026-08-19T10:46:15.813869+00:00,EMPLOYEE
EMP002122,rohan.joseph.2122@company.com,Exited,2019-06-01,6a8589dbe44c4693789d8bc2,rohan.joseph.2122@company.com,2026-08-19T10:46:16.360354+00:00,2026-08-19T10:46:16.360354+00:00,EMPLOYEE
EMP002226,dev.varma.2226@company.com,Exited,2022-04-05,6a8589dbe44c4693789d8bca,dev.varma.2226@company.com,2026-08-19T10:46:18.517147+00:00,2026-08-19T10:46:18.517147+00:00,EMPLOYEE
EMP002268,anjali.chopra.2268@company.com,Exited,2025-11-11,6a8589dbe44c4693789d8bcd,anjali.chopra.2268@company.com,2026-08-19T10:46:19.440050+00:00,2026-08-19T10:46:19.440050+00:00,EMPLOYEE
EMP002291,vishal.banerjee.2291@company.com,Exited,2025-01-12,6a8589dbe44c4693789d8bce,vishal.banerjee.2291@company.com,2026-08-19T10:46:19.713597+00:00,2026-08-19T10:46:19.713597+00:00,EMPLOYEE
EMP002086,neha.george.2086@company.com,Exited,2021-12-27,6a8589dbe44c4693789d8bdb,neha.george.2086@company.com,2026-08-19T10:46:23.995580+00:00,2026-08-19T10:46:23.995580+00:00,EMPLOYEE
EMP002253,rohit.shah.2253@company.com,Exited,2025-07-26,6a8589dbe44c4693789d8be4,rohit.shah.2253@company.com,2026-08-19T10:46:26.924855+00:00,2026-08-19T10:46:26.924855+00:00,EMPLOYEE
